repository_name,Training Set,Test Set,Model,Loop Size,accuracy_mean,accuracy_std,AUC_mean,AUC_std,F-measure_mean,F-measure_std,MCC_mean,MCC_std
PROMISE,forrest-0.8,xalan-2.7,TCA_N3,1,0.103,0,0.546,0,0.169,0,0.035,0
PROMISE,forrest-0.8,xalan-2.7,TCA_N4,1,0.26,0,0.58,0,0.402,0,0.041,0
PROMISE,forrest-0.8,xalan-2.7,TCA+_N1,1,0.393,0,0.513,0,0.559,0,0.006,0
PROMISE,xalan-2.7,forrest-0.8,LR,1,0.062,0,0.5,0,0.118,0,0,0
PROMISE,xalan-2.7,forrest-0.8,TCA_NoN,1,0.438,0,0.7,0,0.182,0,0.2,0
PROMISE,xalan-2.7,forrest-0.8,TCA_N1,1,0.219,0,0.583,0,0.138,0,0.111,0
PROMISE,xalan-2.7,forrest-0.8,TCA_N2,1,0.25,0,0.367,0,0.077,0,-0.149,0
PROMISE,xalan-2.7,forrest-0.8,TCA_N3,1,0.719,0,0.383,0,0,0,-0.137,0
PROMISE,xalan-2.7,forrest-0.8,TCA_N4,1,0.375,0,0.667,0,0.167,0,0.174,0
PROMISE,xalan-2.7,forrest-0.8,TCA+_N1,1,0.219,0,0.583,0,0.138,0,0.111,0
PROMISE,forrest-0.8,xerces-1.4.4,LR,1,0.381,0,0.527,0,0.352,0,0.058,0
PROMISE,forrest-0.8,xerces-1.4.4,TCA_NoN,1,0.588,0,0.55,0,0.694,0,0.089,0
PROMISE,forrest-0.8,xerces-1.4.4,TCA_N1,1,0.369,0,0.289,0,0.516,0,-0.371,0
PROMISE,forrest-0.8,xerces-1.4.4,TCA_N2,1,0.269,0,0.371,0,0.246,0,-0.268,0
PROMISE,forrest-0.8,xerces-1.4.4,TCA_N3,1,0.27,0,0.503,0,0.049,0,0.015,0
PROMISE,forrest-0.8,xerces-1.4.4,TCA_N4,1,0.299,0,0.44,0,0.243,0,-0.136,0
PROMISE,forrest-0.8,xerces-1.4.4,TCA+_N1,1,0.369,0,0.289,0,0.516,0,-0.371,0
PROMISE,xerces-1.4.4,forrest-0.8,LR,1,0.094,0,0.517,0,0.121,0,0.046,0
PROMISE,xerces-1.4.4,forrest-0.8,TCA_NoN,1,0.188,0,0.567,0,0.133,0,0.098,0
PROMISE,xerces-1.4.4,forrest-0.8,TCA_N1,1,0.375,0,0.433,0,0.091,0,-0.067,0
PROMISE,xerces-1.4.4,forrest-0.8,TCA_N2,1,0.312,0,0.4,0,0.083,0,-0.104,0
PROMISE,xerces-1.4.4,forrest-0.8,TCA_N3,1,0.844,0,0.45,0,0,0,-0.083,0
PROMISE,xerces-1.4.4,forrest-0.8,TCA_N4,1,0.344,0,0.183,0,0,0,-0.312,0
PROMISE,xerces-1.4.4,forrest-0.8,TCA+_N1,1,0.375,0,0.433,0,0.091,0,-0.067,0
PROMISE,ivy-2.0,log4j-1.2,LR,1,0.205,0,0.54,0,0.249,0,0.063,0
PROMISE,ivy-2.0,log4j-1.2,TCA_NoN,1,0.322,0,0.604,0,0.423,0,0.128,0
PROMISE,ivy-2.0,log4j-1.2,TCA_N1,1,0.366,0,0.57,0,0.488,0,0.081,0
PROMISE,ivy-2.0,log4j-1.2,TCA_N2,1,0.39,0,0.612,0,0.514,0,0.128,0
PROMISE,ivy-2.0,log4j-1.2,TCA_N3,1,0.239,0,0.473,0,0.322,0,-0.036,0
PROMISE,ivy-2.0,log4j-1.2,TCA_N4,1,0.346,0,0.474,0,0.477,0,-0.03,0
PROMISE,ivy-2.0,log4j-1.2,TCA+_N2,1,0.39,0,0.612,0,0.514,0,0.128,0
PROMISE,log4j-1.2,ivy-2.0,LR,1,0.207,0,0.542,0,0.218,0,0.089,0
PROMISE,log4j-1.2,ivy-2.0,TCA_NoN,1,0.503,0,0.698,0,0.303,0,0.256,0
PROMISE,log4j-1.2,ivy-2.0,TCA_N1,1,0.48,0,0.652,0,0.277,0,0.198,0
PROMISE,log4j-1.2,ivy-2.0,TCA_N2,1,0.443,0,0.61,0,0.252,0,0.144,0
PROMISE,log4j-1.2,ivy-2.0,TCA_N3,1,0.665,0,0.473,0,0.132,0,-0.038,0
PROMISE,log4j-1.2,ivy-2.0,TCA_N4,1,0.494,0,0.606,0,0.252,0,0.135,0
PROMISE,log4j-1.2,ivy-2.0,TCA+_N1,1,0.48,0,0.652,0,0.277,0,0.198,0
PROMISE,ivy-2.0,lucene-2.4,LR,1,0.491,0,0.553,0,0.357,0,0.13,0
PROMISE,ivy-2.0,lucene-2.4,TCA_NoN,1,0.488,0,0.539,0,0.392,0,0.09,0
PROMISE,ivy-2.0,lucene-2.4,TCA_N1,1,0.621,0,0.649,0,0.613,0,0.301,0
PROMISE,ivy-2.0,lucene-2.4,TCA_N2,1,0.576,0,0.618,0,0.532,0,0.251,0
PROMISE,ivy-2.0,lucene-2.4,TCA_N3,1,0.382,0,0.432,0,0.255,0,-0.159,0
PROMISE,ivy-2.0,lucene-2.4,TCA_N4,1,0.565,0,0.605,0,0.523,0,0.221,0
PROMISE,ivy-2.0,lucene-2.4,TCA+_NoN,1,0.488,0,0.539,0,0.392,0,0.09,0
PROMISE,lucene-2.4,ivy-2.0,LR,1,0.557,0,0.685,0,0.304,0,0.235,0
PROMISE,lucene-2.4,ivy-2.0,TCA_NoN,1,0.565,0,0.711,0,0.32,0,0.268,0
PROMISE,lucene-2.4,ivy-2.0,TCA_N1,1,0.452,0,0.658,0,0.277,0,0.21,0
PROMISE,lucene-2.4,ivy-2.0,TCA_N2,1,0.511,0,0.681,0,0.295,0,0.232,0
PROMISE,lucene-2.4,ivy-2.0,TCA_N3,1,0.636,0,0.392,0,0.045,0,-0.155,0
PROMISE,lucene-2.4,ivy-2.0,TCA_N4,1,0.622,0,0.721,0,0.338,0,0.282,0
PROMISE,lucene-2.4,ivy-2.0,TCA+_NoN,1,0.565,0,0.711,0,0.32,0,0.268,0
PROMISE,ivy-2.0,poi-3.0,LR,1,0.466,0,0.569,0,0.31,0,0.194,0
PROMISE,ivy-2.0,poi-3.0,TCA_NoN,1,0.525,0,0.563,0,0.531,0,0.124,0
PROMISE,ivy-2.0,poi-3.0,TCA_N1,1,0.622,0,0.668,0,0.626,0,0.335,0
PROMISE,ivy-2.0,poi-3.0,TCA_N2,1,0.57,0,0.639,0,0.532,0,0.298,0
PROMISE,ivy-2.0,poi-3.0,TCA_N3,1,0.283,0,0.367,0,0.092,0,-0.355,0
PROMISE,ivy-2.0,poi-3.0,TCA_N4,1,0.609,0,0.671,0,0.589,0,0.354,0
PROMISE,ivy-2.0,poi-3.0,TCA+_NoN,1,0.525,0,0.563,0,0.531,0,0.124,0
PROMISE,poi-3.0,ivy-2.0,LR,1,0.733,0,0.708,0,0.365,0,0.286,0
PROMISE,poi-3.0,ivy-2.0,TCA_NoN,1,0.625,0,0.592,0,0.25,0,0.12,0
PROMISE,poi-3.0,ivy-2.0,TCA_N1,1,0.449,0,0.656,0,0.276,0,0.208,0
PROMISE,poi-3.0,ivy-2.0,TCA_N2,1,0.543,0,0.666,0,0.291,0,0.211,0
PROMISE,poi-3.0,ivy-2.0,TCA_N3,1,0.344,0,0.292,0,0.072,0,-0.269,0
PROMISE,poi-3.0,ivy-2.0,TCA_N4,1,0.571,0,0.682,0,0.304,0,0.231,0
PROMISE,poi-3.0,ivy-2.0,TCA+_NoN,1,0.625,0,0.592,0,0.25,0,0.12,0
PROMISE,ivy-2.0,synapse-1.2,LR,1,0.734,0,0.648,0,0.493,0,0.358,0
PROMISE,ivy-2.0,synapse-1.2,TCA_NoN,1,0.676,0,0.632,0,0.509,0,0.267,0
PROMISE,ivy-2.0,synapse-1.2,TCA_N1,1,0.633,0,0.646,0,0.557,0,0.276,0
PROMISE,ivy-2.0,synapse-1.2,TCA_N2,1,0.699,0,0.676,0,0.575,0,0.344,0
PROMISE,ivy-2.0,synapse-1.2,TCA_N3,1,0.512,0,0.397,0,0.06,0,-0.252,0
PROMISE,ivy-2.0,synapse-1.2,TCA_N4,1,0.738,0,0.688,0,0.579,0,0.393,0
PROMISE,ivy-2.0,synapse-1.2,TCA+_N2,1,0.699,0,0.676,0,0.575,0,0.344,0
PROMISE,synapse-1.2,ivy-2.0,LR,1,0.676,0,0.73,0,0.36,0,0.299,0
PROMISE,synapse-1.2,ivy-2.0,TCA_NoN,1,0.48,0,0.674,0,0.288,0,0.227,0
PROMISE,synapse-1.2,ivy-2.0,TCA_N1,1,0.452,0,0.636,0,0.266,0,0.179,0
PROMISE,synapse-1.2,ivy-2.0,TCA_N2,1,0.648,0,0.736,0,0.354,0,0.302,0
PROMISE,synapse-1.2,ivy-2.0,TCA_N3,1,0.611,0,0.366,0,0.028,0,-0.188,0
PROMISE,synapse-1.2,ivy-2.0,TCA_N4,1,0.673,0,0.696,0,0.335,0,0.256,0
PROMISE,synapse-1.2,ivy-2.0,TCA+_N2,1,0.648,0,0.736,0,0.354,0,0.302,0
PROMISE,ivy-2.0,velocity-1.6.1,LR,1,0.668,0,0.559,0,0.309,0,0.162,0
PROMISE,ivy-2.0,velocity-1.6.1,TCA_NoN,1,0.62,0,0.669,0,0.595,0,0.326,0
PROMISE,ivy-2.0,velocity-1.6.1,TCA_N1,1,0.672,0,0.609,0,0.46,0,0.234,0
PROMISE,ivy-2.0,velocity-1.6.1,TCA_N2,1,0.703,0,0.666,0,0.558,0,0.335,0
PROMISE,ivy-2.0,velocity-1.6.1,TCA_N3,1,0.52,0,0.437,0,0.203,0,-0.135,0
PROMISE,ivy-2.0,velocity-1.6.1,TCA_N4,1,0.747,0,0.709,0,0.613,0,0.426,0
PROMISE,ivy-2.0,velocity-1.6.1,TCA+_N2,1,0.703,0,0.666,0,0.558,0,0.335,0
PROMISE,velocity-1.6.1,ivy-2.0,LR,1,0.733,0,0.588,0,0.254,0,0.13,0
PROMISE,velocity-1.6.1,ivy-2.0,TCA_NoN,1,0.392,0,0.624,0,0.257,0,0.173,0
PROMISE,velocity-1.6.1,ivy-2.0,TCA_N1,1,0.659,0,0.742,0,0.362,0,0.312,0
PROMISE,velocity-1.6.1,ivy-2.0,TCA_N2,1,0.659,0,0.721,0,0.348,0,0.285,0
PROMISE,velocity-1.6.1,ivy-2.0,TCA_N3,1,0.645,0,0.396,0,0.046,0,-0.15,0
PROMISE,velocity-1.6.1,ivy-2.0,TCA_N4,1,0.645,0,0.723,0,0.346,0,0.287,0
PROMISE,velocity-1.6.1,ivy-2.0,TCA+_N2,1,0.659,0,0.721,0,0.348,0,0.285,0
PROMISE,ivy-2.0,xalan-2.7,LR,1,0.169,0,0.535,0,0.276,0,0.021,0
PROMISE,ivy-2.0,xalan-2.7,TCA_NoN,1,0.277,0,0.634,0,0.423,0,0.066,0
PROMISE,ivy-2.0,xalan-2.7,TCA_N1,1,0.371,0,0.682,0,0.533,0,0.083,0
PROMISE,ivy-2.0,xalan-2.7,TCA_N2,1,0.344,0,0.668,0,0.503,0,0.078,0
PROMISE,ivy-2.0,xalan-2.7,TCA_N3,1,0.218,0,0.469,0,0.348,0,-0.016,0
PROMISE,ivy-2.0,xalan-2.7,TCA_N4,1,0.34,0,0.666,0,0.498,0,0.077,0
PROMISE,ivy-2.0,xalan-2.7,TCA+_N2,1,0.344,0,0.668,0,0.503,0,0.078,0
PROMISE,xalan-2.7,ivy-2.0,LR,1,0.151,0,0.521,0,0.211,0,0.07,0
PROMISE,xalan-2.7,ivy-2.0,TCA_NoN,1,0.472,0,0.691,0,0.295,0,0.252,0
PROMISE,xalan-2.7,ivy-2.0,TCA_N1,1,0.384,0,0.62,0,0.254,0,0.168,0
PROMISE,xalan-2.7,ivy-2.0,TCA_N2,1,0.375,0,0.615,0,0.252,0,0.162,0
PROMISE,xalan-2.7,ivy-2.0,TCA_N3,1,0.395,0,0.277,0,0.045,0,-0.283,0
PROMISE,xalan-2.7,ivy-2.0,TCA_N4,1,0.389,0,0.634,0,0.261,0,0.188,0
PROMISE,xalan-2.7,ivy-2.0,TCA+_N2,1,0.375,0,0.615,0,0.252,0,0.162,0
PROMISE,ivy-2.0,xerces-1.4.4,LR,1,0.344,0,0.552,0,0.219,0,0.153,0
PROMISE,ivy-2.0,xerces-1.4.4,TCA_NoN,1,0.607,0,0.578,0,0.707,0,0.138,0
PROMISE,ivy-2.0,xerces-1.4.4,TCA_N1,1,0.415,0,0.546,0,0.413,0,0.092,0
PROMISE,ivy-2.0,xerces-1.4.4,TCA_N2,1,0.452,0,0.573,0,0.469,0,0.141,0
PROMISE,ivy-2.0,xerces-1.4.4,TCA_N3,1,0.364,0,0.462,0,0.379,0,-0.075,0
PROMISE,ivy-2.0,xerces-1.4.4,TCA_N4,1,0.427,0,0.543,0,0.441,0,0.083,0
PROMISE,ivy-2.0,xerces-1.4.4,TCA+_N2,1,0.452,0,0.573,0,0.469,0,0.141,0
PROMISE,xerces-1.4.4,ivy-2.0,LR,1,0.224,0,0.541,0,0.218,0,0.079,0
PROMISE,xerces-1.4.4,ivy-2.0,TCA_NoN,1,0.366,0,0.61,0,0.249,0,0.157,0
PROMISE,xerces-1.4.4,ivy-2.0,TCA_N1,1,0.528,0,0.614,0,0.259,0,0.145,0
PROMISE,xerces-1.4.4,ivy-2.0,TCA_N2,1,0.48,0,0.609,0,0.253,0,0.14,0
PROMISE,xerces-1.4.4,ivy-2.0,TCA_N3,1,0.636,0,0.392,0,0.045,0,-0.155,0
PROMISE,xerces-1.4.4,ivy-2.0,TCA_N4,1,0.46,0,0.608,0,0.252,0,0.141,0
PROMISE,xerces-1.4.4,ivy-2.0,TCA+_N2,1,0.48,0,0.609,0,0.253,0,0.14,0
PROMISE,log4j-1.2,lucene-2.4,LR,1,0.635,0,0.597,0,0.722,0,0.211,0
PROMISE,log4j-1.2,lucene-2.4,TCA_NoN,1,0.471,0,0.496,0,0.451,0,-0.008,0
PROMISE,log4j-1.2,lucene-2.4,TCA_N1,1,0.635,0,0.631,0,0.682,0,0.257,0
PROMISE,log4j-1.2,lucene-2.4,TCA_N2,1,0.591,0,0.567,0,0.668,0,0.137,0
PROMISE,log4j-1.2,lucene-2.4,TCA_N3,1,0.421,0,0.469,0,0.314,0,-0.072,0
PROMISE,log4j-1.2,lucene-2.4,TCA_N4,1,0.582,0,0.56,0,0.659,0,0.122,0
PROMISE,log4j-1.2,lucene-2.4,TCA+_N1,1,0.635,0,0.631,0,0.682,0,0.257,0
PROMISE,lucene-2.4,log4j-1.2,LR,1,0.468,0,0.683,0,0.598,0,0.2,0
PROMISE,lucene-2.4,log4j-1.2,TCA_NoN,1,0.659,0,0.557,0,0.785,0,0.065,0
PROMISE,lucene-2.4,log4j-1.2,TCA_N1,1,0.571,0,0.596,0,0.709,0,0.103,0
PROMISE,lucene-2.4,log4j-1.2,TCA_N2,1,0.493,0,0.61,0,0.631,0,0.119,0
PROMISE,lucene-2.4,log4j-1.2,TCA_N3,1,0.259,0,0.483,0,0.35,0,-0.021,0
PROMISE,lucene-2.4,log4j-1.2,TCA_N4,1,0.522,0,0.598,0,0.662,0,0.105,0
PROMISE,lucene-2.4,log4j-1.2,TCA+_N2,1,0.493,0,0.61,0,0.631,0,0.119,0
PROMISE,log4j-1.2,poi-3.0,LR,1,0.701,0,0.609,0,0.802,0,0.312,0
PROMISE,log4j-1.2,poi-3.0,TCA_NoN,1,0.281,0,0.336,0,0.189,0,-0.364,0
PROMISE,log4j-1.2,poi-3.0,TCA_N1,1,0.667,0,0.662,0,0.723,0,0.314,0
PROMISE,log4j-1.2,poi-3.0,TCA_N2,1,0.568,0,0.537,0,0.657,0,0.073,0
PROMISE,log4j-1.2,poi-3.0,TCA_N3,1,0.335,0,0.399,0,0.238,0,-0.229,0
PROMISE,log4j-1.2,poi-3.0,TCA_N4,1,0.561,0,0.563,0,0.617,0,0.122,0
PROMISE,log4j-1.2,poi-3.0,TCA+_N1,1,0.667,0,0.662,0,0.723,0,0.314,0
PROMISE,poi-3.0,log4j-1.2,LR,1,0.332,0,0.523,0,0.45,0,0.027,0
PROMISE,poi-3.0,log4j-1.2,TCA_NoN,1,0.756,0,0.524,0,0.858,0,0.033,0
PROMISE,poi-3.0,log4j-1.2,TCA_N1,1,0.576,0,0.598,0,0.713,0,0.106,0
PROMISE,poi-3.0,log4j-1.2,TCA_N2,1,0.517,0,0.538,0,0.662,0,0.041,0
PROMISE,poi-3.0,log4j-1.2,TCA_N3,1,0.722,0,0.592,0,0.832,0,0.111,0
PROMISE,poi-3.0,log4j-1.2,TCA_N4,1,0.483,0,0.519,0,0.629,0,0.021,0
PROMISE,poi-3.0,log4j-1.2,TCA+_N2,1,0.517,0,0.538,0,0.662,0,0.041,0
PROMISE,log4j-1.2,synapse-1.2,LR,1,0.496,0,0.612,0,0.563,0,0.273,0
PROMISE,log4j-1.2,synapse-1.2,TCA_NoN,1,0.484,0,0.405,0,0.175,0,-0.198,0
PROMISE,log4j-1.2,synapse-1.2,TCA_N1,1,0.605,0,0.651,0,0.574,0,0.29,0
PROMISE,log4j-1.2,synapse-1.2,TCA_N2,1,0.562,0,0.63,0,0.562,0,0.261,0
PROMISE,log4j-1.2,synapse-1.2,TCA_N3,1,0.527,0,0.417,0,0.104,0,-0.199,0
PROMISE,log4j-1.2,synapse-1.2,TCA_N4,1,0.566,0,0.625,0,0.554,0,0.245,0
PROMISE,log4j-1.2,synapse-1.2,TCA+_N2,1,0.562,0,0.63,0,0.562,0,0.261,0
PROMISE,synapse-1.2,log4j-1.2,LR,1,0.449,0,0.587,0,0.586,0,0.095,0
PROMISE,synapse-1.2,log4j-1.2,TCA_NoN,1,0.693,0,0.519,0,0.813,0,0.022,0
PROMISE,synapse-1.2,log4j-1.2,TCA_N1,1,0.507,0,0.504,0,0.655,0,0.004,0
PROMISE,synapse-1.2,log4j-1.2,TCA_N2,1,0.473,0,0.571,0,0.614,0,0.077,0
PROMISE,synapse-1.2,log4j-1.2,TCA_N3,1,0.224,0,0.436,0,0.306,0,-0.086,0
PROMISE,synapse-1.2,log4j-1.2,TCA_N4,1,0.449,0,0.558,0,0.589,0,0.063,0
PROMISE,synapse-1.2,log4j-1.2,TCA+_N3,1,0.224,0,0.436,0,0.306,0,-0.086,0
PROMISE,log4j-1.2,velocity-1.6.1,LR,1,0.406,0,0.512,0,0.493,0,0.031,0
PROMISE,log4j-1.2,velocity-1.6.1,TCA_NoN,1,0.533,0,0.528,0,0.428,0,0.053,0
PROMISE,log4j-1.2,velocity-1.6.1,TCA_N1,1,0.568,0,0.582,0,0.497,0,0.156,0
PROMISE,log4j-1.2,velocity-1.6.1,TCA_N2,1,0.437,0,0.508,0,0.469,0,0.016,0
PROMISE,log4j-1.2,velocity-1.6.1,TCA_N3,1,0.511,0,0.443,0,0.243,0,-0.117,0
PROMISE,log4j-1.2,velocity-1.6.1,TCA_N4,1,0.528,0,0.584,0,0.522,0,0.166,0
PROMISE,log4j-1.2,velocity-1.6.1,TCA+_N2,1,0.437,0,0.508,0,0.469,0,0.016,0
PROMISE,velocity-1.6.1,log4j-1.2,LR,1,0.234,0,0.499,0,0.308,0,-0.002,0
PROMISE,velocity-1.6.1,log4j-1.2,TCA_NoN,1,0.42,0,0.571,0,0.554,0,0.078,0
PROMISE,velocity-1.6.1,log4j-1.2,TCA_N1,1,0.459,0,0.649,0,0.59,0,0.163,0
PROMISE,velocity-1.6.1,log4j-1.2,TCA_N2,1,0.41,0,0.451,0,0.557,0,-0.053,0
PROMISE,velocity-1.6.1,log4j-1.2,TCA_N3,1,0.229,0,0.41,0,0.319,0,-0.118,0
PROMISE,velocity-1.6.1,log4j-1.2,TCA_N4,1,0.478,0,0.545,0,0.622,0,0.049,0
PROMISE,velocity-1.6.1,log4j-1.2,TCA+_N2,1,0.41,0,0.451,0,0.557,0,-0.053,0
PROMISE,log4j-1.2,xalan-2.7,LR,1,0.703,0,0.805,0,0.823,0,0.144,0
PROMISE,log4j-1.2,xalan-2.7,TCA_NoN,1,0.354,0,0.628,0,0.515,0,0.059,0
PROMISE,log4j-1.2,xalan-2.7,TCA_N1,1,0.485,0,0.65,0,0.649,0,0.066,0
PROMISE,log4j-1.2,xalan-2.7,TCA_N2,1,0.683,0,0.705,0,0.81,0,0.096,0
PROMISE,log4j-1.2,xalan-2.7,TCA_N3,1,0.358,0,0.63,0,0.519,0,0.06,0
PROMISE,log4j-1.2,xalan-2.7,TCA_N4,1,0.607,0,0.667,0,0.753,0,0.074,0
PROMISE,log4j-1.2,xalan-2.7,TCA+_N1,1,0.485,0,0.65,0,0.649,0,0.066,0
PROMISE,xalan-2.7,log4j-1.2,LR,1,0.854,0,0.492,0,0.921,0,-0.017,0
PROMISE,xalan-2.7,log4j-1.2,TCA_NoN,1,0.732,0,0.597,0,0.839,0,0.119,0
PROMISE,xalan-2.7,log4j-1.2,TCA_N1,1,0.615,0,0.448,0,0.755,0,-0.059,0
PROMISE,xalan-2.7,log4j-1.2,TCA_N2,1,0.59,0,0.492,0,0.732,0,-0.009,0
PROMISE,xalan-2.7,log4j-1.2,TCA_N3,1,0.307,0,0.424,0,0.432,0,-0.089,0
PROMISE,xalan-2.7,log4j-1.2,TCA_N4,1,0.693,0,0.519,0,0.813,0,0.022,0
PROMISE,xalan-2.7,log4j-1.2,TCA+_N2,1,0.59,0,0.492,0,0.732,0,-0.009,0
PROMISE,log4j-1.2,xerces-1.4.4,LR,1,0.743,0,0.777,0,0.804,0,0.489,0
PROMISE,log4j-1.2,xerces-1.4.4,TCA_NoN,1,0.631,0,0.602,0,0.727,0,0.183,0
PROMISE,log4j-1.2,xerces-1.4.4,TCA_N1,1,0.526,0,0.544,0,0.613,0,0.077,0
PROMISE,log4j-1.2,xerces-1.4.4,TCA_N2,1,0.66,0,0.593,0,0.761,0,0.175,0
PROMISE,log4j-1.2,xerces-1.4.4,TCA_N3,1,0.32,0,0.287,0,0.437,0,-0.374,0
PROMISE,log4j-1.2,xerces-1.4.4,TCA_N4,1,0.682,0,0.63,0,0.775,0,0.242,0
PROMISE,log4j-1.2,xerces-1.4.4,TCA+_N2,1,0.66,0,0.593,0,0.761,0,0.175,0
PROMISE,xerces-1.4.4,log4j-1.2,LR,1,0.761,0,0.499,0,0.862,0,-0.002,0
PROMISE,xerces-1.4.4,log4j-1.2,TCA_NoN,1,0.78,0,0.509,0,0.875,0,0.013,0
PROMISE,xerces-1.4.4,log4j-1.2,TCA_N1,1,0.546,0,0.525,0,0.691,0,0.027,0
PROMISE,xerces-1.4.4,log4j-1.2,TCA_N2,1,0.576,0,0.655,0,0.709,0,0.167,0
PROMISE,xerces-1.4.4,log4j-1.2,TCA_N3,1,0.229,0,0.468,0,0.307,0,-0.044,0
PROMISE,xerces-1.4.4,log4j-1.2,TCA_N4,1,0.556,0,0.588,0,0.696,0,0.094,0
PROMISE,xerces-1.4.4,log4j-1.2,TCA+_N2,1,0.576,0,0.655,0,0.709,0,0.167,0
PROMISE,lucene-2.4,poi-3.0,LR,1,0.767,0,0.752,0,0.815,0,0.5,0
PROMISE,lucene-2.4,poi-3.0,TCA_NoN,1,0.701,0,0.647,0,0.783,0,0.323,0
PROMISE,lucene-2.4,poi-3.0,TCA_N1,1,0.717,0,0.711,0,0.767,0,0.412,0
PROMISE,lucene-2.4,poi-3.0,TCA_N2,1,0.629,0,0.662,0,0.65,0,0.315,0
PROMISE,lucene-2.4,poi-3.0,TCA_N3,1,0.276,0,0.346,0,0.135,0,-0.37,0
PROMISE,lucene-2.4,poi-3.0,TCA_N4,1,0.652,0,0.682,0,0.675,0,0.354,0
PROMISE,lucene-2.4,poi-3.0,TCA+_NoN,1,0.701,0,0.647,0,0.783,0,0.323,0
PROMISE,poi-3.0,lucene-2.4,LR,1,0.609,0,0.61,0,0.649,0,0.215,0
PROMISE,poi-3.0,lucene-2.4,TCA_NoN,1,0.612,0,0.565,0,0.713,0,0.147,0
PROMISE,poi-3.0,lucene-2.4,TCA_N1,1,0.644,0,0.639,0,0.691,0,0.274,0
PROMISE,poi-3.0,lucene-2.4,TCA_N2,1,0.632,0,0.641,0,0.659,0,0.277,0
PROMISE,poi-3.0,lucene-2.4,TCA_N3,1,0.485,0,0.473,0,0.555,0,-0.054,0
PROMISE,poi-3.0,lucene-2.4,TCA_N4,1,0.641,0,0.651,0,0.667,0,0.296,0
PROMISE,poi-3.0,lucene-2.4,TCA+_NoN,1,0.612,0,0.565,0,0.713,0,0.147,0
PROMISE,lucene-2.4,synapse-1.2,LR,1,0.566,0,0.63,0,0.561,0,0.259,0
PROMISE,lucene-2.4,synapse-1.2,TCA_NoN,1,0.484,0,0.597,0,0.551,0,0.236,0
PROMISE,lucene-2.4,synapse-1.2,TCA_N1,1,0.566,0,0.625,0,0.554,0,0.245,0
PROMISE,lucene-2.4,synapse-1.2,TCA_N2,1,0.707,0,0.725,0,0.641,0,0.425,0
PROMISE,lucene-2.4,synapse-1.2,TCA_N3,1,0.492,0,0.385,0,0.071,0,-0.266,0
PROMISE,lucene-2.4,synapse-1.2,TCA_N4,1,0.719,0,0.728,0,0.644,0,0.432,0
PROMISE,lucene-2.4,synapse-1.2,TCA+_N2,1,0.707,0,0.725,0,0.641,0,0.425,0
PROMISE,synapse-1.2,lucene-2.4,LR,1,0.626,0,0.623,0,0.672,0,0.242,0
PROMISE,synapse-1.2,lucene-2.4,TCA_NoN,1,0.603,0,0.557,0,0.705,0,0.129,0
PROMISE,synapse-1.2,lucene-2.4,TCA_N1,1,0.603,0,0.603,0,0.644,0,0.203,0
PROMISE,synapse-1.2,lucene-2.4,TCA_N2,1,0.653,0,0.676,0,0.657,0,0.351,0
PROMISE,synapse-1.2,lucene-2.4,TCA_N3,1,0.388,0,0.438,0,0.262,0,-0.144,0
PROMISE,synapse-1.2,lucene-2.4,TCA_N4,1,0.644,0,0.666,0,0.649,0,0.331,0
PROMISE,synapse-1.2,lucene-2.4,TCA+_N2,1,0.653,0,0.676,0,0.657,0,0.351,0
PROMISE,lucene-2.4,velocity-1.6.1,LR,1,0.581,0,0.598,0,0.515,0,0.187,0
PROMISE,lucene-2.4,velocity-1.6.1,TCA_NoN,1,0.611,0,0.563,0,0.418,0,0.127,0
PROMISE,lucene-2.4,velocity-1.6.1,TCA_N1,1,0.598,0,0.612,0,0.526,0,0.212,0
PROMISE,lucene-2.4,velocity-1.6.1,TCA_N2,1,0.576,0,0.586,0,0.497,0,0.163,0
PROMISE,lucene-2.4,velocity-1.6.1,TCA_N3,1,0.48,0,0.414,0,0.212,0,-0.175,0
PROMISE,lucene-2.4,velocity-1.6.1,TCA_N4,1,0.563,0,0.573,0,0.485,0,0.138,0
PROMISE,lucene-2.4,velocity-1.6.1,TCA+_N2,1,0.576,0,0.586,0,0.497,0,0.163,0
PROMISE,velocity-1.6.1,lucene-2.4,LR,1,0.506,0,0.547,0,0.447,0,0.101,0
PROMISE,velocity-1.6.1,lucene-2.4,TCA_NoN,1,0.474,0,0.512,0,0.417,0,0.025,0
PROMISE,velocity-1.6.1,lucene-2.4,TCA_N1,1,0.591,0,0.605,0,0.608,0,0.208,0
PROMISE,velocity-1.6.1,lucene-2.4,TCA_N2,1,0.524,0,0.548,0,0.515,0,0.096,0
PROMISE,velocity-1.6.1,lucene-2.4,TCA_N3,1,0.397,0,0.443,0,0.291,0,-0.129,0
PROMISE,velocity-1.6.1,lucene-2.4,TCA_N4,1,0.524,0,0.546,0,0.518,0,0.093,0
PROMISE,velocity-1.6.1,lucene-2.4,TCA+_N2,1,0.524,0,0.548,0,0.515,0,0.096,0
PROMISE,lucene-2.4,xalan-2.7,LR,1,0.55,0,0.772,0,0.705,0,0.119,0
PROMISE,lucene-2.4,xalan-2.7,TCA_NoN,1,0.751,0,0.739,0,0.857,0,0.12,0
PROMISE,lucene-2.4,xalan-2.7,TCA_N1,1,0.579,0,0.742,0,0.729,0,0.107,0
